model,2nd_model,type,feature,importance,std,column
GradientBoostingRegressor,,plain,,0.002, +/- 0.002,t
GradientBoostingRegressor,,plain,,0.002, +/- 0.001,pt08.s5(o3)
GradientBoostingRegressor,,plain,,0.001, +/- 0.000,prev_day
GradientBoostingRegressor,,plain,,0.001, +/- 0.001,next_week
GradientBoostingRegressor,,plain,,0.001, +/- 0.000,next_day
GradientBoostingRegressor,,plain,,0.000, +/- 0.001,pt08.s3(nox)
GradientBoostingRegressor,,plain,,0.000, +/- 0.001,day_of_year
GradientBoostingRegressor,,plain,,0.000, +/- 0.000,day
GradientBoostingRegressor,,plain,,0.000, +/- 0.000,week_of_year
GradientBoostingRegressor,,plain,,0.000, +/- 0.000,day_of_week
GradientBoostingRegressor,,plain,,-0.000, +/- 0.000,month
GradientBoostingRegressor,,plain,,-0.000, +/- 0.000,year
GradientBoostingRegressor,,plain,,-0.001, +/- 0.000,prev_week
GradientBoostingRegressor,DecisionTreeRegressor,voting,,2.631, +/- 0.091,ts
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.137, +/- 0.007,hour
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.098, +/- 0.007,prev_hour
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.091, +/- 0.008,next_hour
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.057, +/- 0.007,pt08.s1(co)
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.051, +/- 0.003,pt08.s3(nox)
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.040, +/- 0.004,pt08.s2(nmhc)
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.036, +/- 0.003,rh
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.019, +/- 0.008,ah
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.015, +/- 0.005,pt08.s5(o3)
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.014, +/- 0.001,pt08.s4(no2)
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.012, +/- 0.004,c6h6(gt)
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.011, +/- 0.006,day_of_year
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.010, +/- 0.004,day
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.010, +/- 0.007,t
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.010, +/- 0.000,month
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.007, +/- 0.002,prev_day
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.006, +/- 0.003,next_day
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.003, +/- 0.001,prev_week
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.001, +/- 0.003,next_week
GradientBoostingRegressor,DecisionTreeRegressor,voting,,0.001, +/- 0.003,week_of_year
GradientBoostingRegressor,DecisionTreeRegressor,voting,,-0.000, +/- 0.000,year
GradientBoostingRegressor,DecisionTreeRegressor,voting,,-0.001, +/- 0.002,day_of_week
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,4.766, +/- 0.138,preds
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.646, +/- 0.031,ts
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.070, +/- 0.001,pt08.s3(nox)
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.062, +/- 0.012,pt08.s5(o3)
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.060, +/- 0.012,next_hour
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.045, +/- 0.009,pt08.s2(nmhc)
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.045, +/- 0.013,t
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.045, +/- 0.013,c6h6(gt)
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.027, +/- 0.003,pt08.s4(no2)
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.027, +/- 0.003,pt08.s1(co)
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.025, +/- 0.008,prev_hour
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.022, +/- 0.001,prev_week
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.017, +/- 0.003,week_of_year
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.016, +/- 0.001,hour
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.013, +/- 0.009,day_of_year
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.005, +/- 0.001,prev_day
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.004, +/- 0.008,next_day
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.002, +/- 0.001,rh
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.002, +/- 0.003,day_of_week
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.002, +/- 0.002,next_week
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,0.000, +/- 0.000,year
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,-0.000, +/- 0.005,ah
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,-0.001, +/- 0.008,day
GradientBoostingRegressor,DecisionTreeRegressor,cascade,,-0.002, +/- 0.000,month
GradientBoostingRegressor,RandomForestRegressor,voting,,2.658, +/- 0.127,ts
GradientBoostingRegressor,RandomForestRegressor,voting,,0.094, +/- 0.002,hour
GradientBoostingRegressor,RandomForestRegressor,voting,,0.067, +/- 0.002,prev_hour
GradientBoostingRegressor,RandomForestRegressor,voting,,0.050, +/- 0.004,next_hour
GradientBoostingRegressor,RandomForestRegressor,voting,,0.021, +/- 0.001,pt08.s2(nmhc)
GradientBoostingRegressor,RandomForestRegressor,voting,,0.015, +/- 0.001,pt08.s1(co)
GradientBoostingRegressor,RandomForestRegressor,voting,,0.010, +/- 0.001,pt08.s3(nox)
GradientBoostingRegressor,RandomForestRegressor,voting,,0.008, +/- 0.002,rh
GradientBoostingRegressor,RandomForestRegressor,voting,,0.007, +/- 0.001,pt08.s4(no2)
GradientBoostingRegressor,RandomForestRegressor,voting,,0.007, +/- 0.001,pt08.s5(o3)
GradientBoostingRegressor,RandomForestRegressor,voting,,0.006, +/- 0.001,ah
GradientBoostingRegressor,RandomForestRegressor,voting,,0.006, +/- 0.003,t
GradientBoostingRegressor,RandomForestRegressor,voting,,0.003, +/- 0.000,c6h6(gt)
GradientBoostingRegressor,RandomForestRegressor,voting,,0.002, +/- 0.001,prev_day
GradientBoostingRegressor,RandomForestRegressor,voting,,0.002, +/- 0.000,next_day
GradientBoostingRegressor,RandomForestRegressor,voting,,0.002, +/- 0.000,day
GradientBoostingRegressor,RandomForestRegressor,voting,,0.001, +/- 0.000,day_of_year
GradientBoostingRegressor,RandomForestRegressor,voting,,0.001, +/- 0.000,next_week
GradientBoostingRegressor,RandomForestRegressor,voting,,0.000, +/- 0.000,month
GradientBoostingRegressor,RandomForestRegressor,voting,,0.000, +/- 0.000,year
GradientBoostingRegressor,RandomForestRegressor,voting,,0.000, +/- 0.000,day_of_week
GradientBoostingRegressor,RandomForestRegressor,voting,,-0.000, +/- 0.000,week_of_year
GradientBoostingRegressor,RandomForestRegressor,voting,,-0.000, +/- 0.001,prev_week
GradientBoostingRegressor,RandomForestRegressor,cascade,,4.396, +/- 0.202,preds
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.221, +/- 0.007,ts
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.004, +/- 0.001,rh
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.004, +/- 0.003,t
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.004, +/- 0.002,pt08.s5(o3)
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.003, +/- 0.001,pt08.s3(nox)
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.002, +/- 0.001,pt08.s4(no2)
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.002, +/- 0.001,day
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.001, +/- 0.000,prev_week
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.001, +/- 0.000,pt08.s1(co)
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.001, +/- 0.005,ah
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.001, +/- 0.000,week_of_year
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.000, +/- 0.001,next_day
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.000, +/- 0.000,year
GradientBoostingRegressor,RandomForestRegressor,cascade,,0.000, +/- 0.002,next_hour
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.000, +/- 0.000,hour
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.000, +/- 0.001,prev_day
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.000, +/- 0.001,prev_hour
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.001, +/- 0.000,day_of_week
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.001, +/- 0.001,pt08.s2(nmhc)
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.001, +/- 0.000,month
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.001, +/- 0.000,next_week
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.002, +/- 0.001,day_of_year
GradientBoostingRegressor,RandomForestRegressor,cascade,,-0.002, +/- 0.000,c6h6(gt)
GradientBoostingRegressor,XGBoostRegressor,voting,,2.594, +/- 0.121,ts
GradientBoostingRegressor,XGBoostRegressor,voting,,0.112, +/- 0.007,hour
GradientBoostingRegressor,XGBoostRegressor,voting,,0.055, +/- 0.004,prev_hour
GradientBoostingRegressor,XGBoostRegressor,voting,,0.043, +/- 0.005,next_hour
GradientBoostingRegressor,XGBoostRegressor,voting,,0.043, +/- 0.002,pt08.s1(co)
GradientBoostingRegressor,XGBoostRegressor,voting,,0.017, +/- 0.001,pt08.s2(nmhc)
GradientBoostingRegressor,XGBoostRegressor,voting,,0.014, +/- 0.003,ah
GradientBoostingRegressor,XGBoostRegressor,voting,,0.013, +/- 0.002,rh
GradientBoostingRegressor,XGBoostRegressor,voting,,0.013, +/- 0.001,pt08.s4(no2)
GradientBoostingRegressor,XGBoostRegressor,voting,,0.012, +/- 0.000,pt08.s5(o3)
GradientBoostingRegressor,XGBoostRegressor,voting,,0.011, +/- 0.003,t
GradientBoostingRegressor,XGBoostRegressor,voting,,0.008, +/- 0.003,pt08.s3(nox)
GradientBoostingRegressor,XGBoostRegressor,voting,,0.003, +/- 0.001,c6h6(gt)
GradientBoostingRegressor,XGBoostRegressor,voting,,0.003, +/- 0.001,next_day
GradientBoostingRegressor,XGBoostRegressor,voting,,0.002, +/- 0.001,day
GradientBoostingRegressor,XGBoostRegressor,voting,,0.002, +/- 0.001,prev_day
GradientBoostingRegressor,XGBoostRegressor,voting,,0.001, +/- 0.000,year
GradientBoostingRegressor,XGBoostRegressor,voting,,0.001, +/- 0.000,next_week
GradientBoostingRegressor,XGBoostRegressor,voting,,-0.000, +/- 0.000,prev_week
GradientBoostingRegressor,XGBoostRegressor,voting,,-0.000, +/- 0.000,week_of_year
GradientBoostingRegressor,XGBoostRegressor,voting,,-0.000, +/- 0.001,day_of_year
GradientBoostingRegressor,XGBoostRegressor,voting,,-0.001, +/- 0.001,month
GradientBoostingRegressor,XGBoostRegressor,voting,,-0.001, +/- 0.001,day_of_week
GradientBoostingRegressor,XGBoostRegressor,cascade,,4.993, +/- 0.225,preds
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.328, +/- 0.006,ts
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.052, +/- 0.005,pt08.s5(o3)
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.042, +/- 0.005,pt08.s1(co)
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.037, +/- 0.007,t
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.032, +/- 0.006,pt08.s3(nox)
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.024, +/- 0.002,pt08.s2(nmhc)
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.019, +/- 0.006,ah
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.016, +/- 0.006,pt08.s4(no2)
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.015, +/- 0.003,rh
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.012, +/- 0.001,day_of_year
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.012, +/- 0.001,prev_hour
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.011, +/- 0.001,hour
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.009, +/- 0.001,c6h6(gt)
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.007, +/- 0.001,prev_week
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.006, +/- 0.001,prev_day
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.005, +/- 0.001,next_hour
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.004, +/- 0.001,year
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.003, +/- 0.001,day
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.001, +/- 0.001,next_day
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.001, +/- 0.001,day_of_week
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.001, +/- 0.001,next_week
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.001, +/- 0.000,month
GradientBoostingRegressor,XGBoostRegressor,cascade,,0.000, +/- 0.000,week_of_year
GradientBoostingRegressor,SVR,voting,,2.510, +/- 0.125,ts
GradientBoostingRegressor,SVR,voting,,0.073, +/- 0.001,pt08.s1(co)
GradientBoostingRegressor,SVR,voting,,0.069, +/- 0.001,hour
GradientBoostingRegressor,SVR,voting,,0.064, +/- 0.001,prev_hour
GradientBoostingRegressor,SVR,voting,,0.056, +/- 0.002,next_hour
GradientBoostingRegressor,SVR,voting,,0.028, +/- 0.003,c6h6(gt)
GradientBoostingRegressor,SVR,voting,,0.026, +/- 0.002,pt08.s2(nmhc)
GradientBoostingRegressor,SVR,voting,,0.021, +/- 0.002,pt08.s5(o3)
GradientBoostingRegressor,SVR,voting,,0.017, +/- 0.001,next_week
GradientBoostingRegressor,SVR,voting,,0.015, +/- 0.003,pt08.s4(no2)
GradientBoostingRegressor,SVR,voting,,0.010, +/- 0.003,rh
GradientBoostingRegressor,SVR,voting,,0.009, +/- 0.001,ah
GradientBoostingRegressor,SVR,voting,,0.009, +/- 0.002,prev_day
GradientBoostingRegressor,SVR,voting,,0.009, +/- 0.002,t
GradientBoostingRegressor,SVR,voting,,0.008, +/- 0.004,pt08.s3(nox)
GradientBoostingRegressor,SVR,voting,,0.007, +/- 0.001,week_of_year
GradientBoostingRegressor,SVR,voting,,0.007, +/- 0.001,day_of_week
GradientBoostingRegressor,SVR,voting,,0.006, +/- 0.001,day_of_year
GradientBoostingRegressor,SVR,voting,,0.006, +/- 0.001,next_day
GradientBoostingRegressor,SVR,voting,,0.005, +/- 0.001,month
GradientBoostingRegressor,SVR,voting,,0.005, +/- 0.001,prev_week
GradientBoostingRegressor,SVR,voting,,0.004, +/- 0.000,year
GradientBoostingRegressor,SVR,voting,,0.004, +/- 0.001,day
GradientBoostingRegressor,SVR,cascade,,2.980, +/- 0.118,preds
GradientBoostingRegressor,SVR,cascade,,0.113, +/- 0.003,ts
GradientBoostingRegressor,SVR,cascade,,0.050, +/- 0.001,pt08.s1(co)
GradientBoostingRegressor,SVR,cascade,,0.030, +/- 0.004,c6h6(gt)
GradientBoostingRegressor,SVR,cascade,,0.027, +/- 0.002,next_week
GradientBoostingRegressor,SVR,cascade,,0.026, +/- 0.005,pt08.s4(no2)
GradientBoostingRegressor,SVR,cascade,,0.026, +/- 0.005,next_hour
GradientBoostingRegressor,SVR,cascade,,0.026, +/- 0.005,pt08.s2(nmhc)
GradientBoostingRegressor,SVR,cascade,,0.022, +/- 0.001,pt08.s5(o3)
GradientBoostingRegressor,SVR,cascade,,0.015, +/- 0.003,prev_hour
GradientBoostingRegressor,SVR,cascade,,0.013, +/- 0.003,next_day
GradientBoostingRegressor,SVR,cascade,,0.013, +/- 0.002,hour
GradientBoostingRegressor,SVR,cascade,,0.013, +/- 0.003,prev_day
GradientBoostingRegressor,SVR,cascade,,0.012, +/- 0.006,pt08.s3(nox)
GradientBoostingRegressor,SVR,cascade,,0.010, +/- 0.003,ah
GradientBoostingRegressor,SVR,cascade,,0.008, +/- 0.002,month
GradientBoostingRegressor,SVR,cascade,,0.007, +/- 0.002,day_of_year
GradientBoostingRegressor,SVR,cascade,,0.007, +/- 0.004,t
GradientBoostingRegressor,SVR,cascade,,0.007, +/- 0.002,week_of_year
GradientBoostingRegressor,SVR,cascade,,0.007, +/- 0.002,day_of_week
GradientBoostingRegressor,SVR,cascade,,0.006, +/- 0.002,day
GradientBoostingRegressor,SVR,cascade,,0.006, +/- 0.002,year
GradientBoostingRegressor,SVR,cascade,,0.004, +/- 0.003,rh
GradientBoostingRegressor,SVR,cascade,,0.003, +/- 0.001,prev_week
GradientBoostingRegressor,GradientBoostingRegressor,voting,,2.765, +/- 0.138,ts
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.086, +/- 0.004,prev_hour
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.078, +/- 0.002,hour
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.064, +/- 0.006,next_hour
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.015, +/- 0.001,pt08.s1(co)
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.007, +/- 0.001,pt08.s2(nmhc)
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.005, +/- 0.001,pt08.s4(no2)
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.003, +/- 0.001,ah
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.002, +/- 0.001,rh
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.002, +/- 0.000,c6h6(gt)
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.002, +/- 0.001,pt08.s3(nox)
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.001, +/- 0.002,t
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.001, +/- 0.001,pt08.s5(o3)
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.001, +/- 0.000,next_week
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.001, +/- 0.000,prev_day
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.001, +/- 0.000,next_day
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.001, +/- 0.000,day_of_year
GradientBoostingRegressor,GradientBoostingRegressor,voting,,0.000, +/- 0.000,day
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.000, +/- 0.000,prev_week
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.000, +/- 0.000,month
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.000, +/- 0.000,year
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.001, +/- 0.000,day_of_week
GradientBoostingRegressor,GradientBoostingRegressor,voting,,-0.001, +/- 0.000,week_of_year
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,4.802, +/- 0.218,preds
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.160, +/- 0.008,ts
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.004, +/- 0.001,pt08.s5(o3)
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.004, +/- 0.000,pt08.s4(no2)
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.003, +/- 0.001,prev_hour
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.001, +/- 0.000,rh
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.001, +/- 0.001,hour
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.001, +/- 0.000,next_hour
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.001, +/- 0.000,day
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.001, +/- 0.000,t
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.001, +/- 0.000,ah
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,c6h6(gt)
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,pt08.s1(co)
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,month
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,week_of_year
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,day_of_week
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,day_of_year
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,prev_week
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,next_week
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,0.000, +/- 0.000,year
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,-0.000, +/- 0.001,prev_day
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,-0.000, +/- 0.000,pt08.s2(nmhc)
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,-0.001, +/- 0.000,next_day
GradientBoostingRegressor,GradientBoostingRegressor,cascade,,-0.002, +/- 0.001,pt08.s3(nox)
